isEdited,developerResponse,title,date,review,rating,userName
False,,Transaction does not go through,2015-10-17 09:39:24,The app cannot verify the bank. It is unable to redirect to the OTP window.,1,Coolgalishmi
False,,Terrible,2016-10-18 14:54:08,"Can't believe this app is for Fairprice, such a bad experience and terribly designed app. Don't waste your time, go RedMart better!",1,Pcartin
False,,App Crash on iPad and iPhone,2015-08-30 17:06:31,app doesn't launch when clicked. it crash. pls fix,1,blaMEself
False,,Very slow app,2017-03-29 11:42:08,This app is too slow to be usable. Very disappointed with FairPrice.,1,Rvrtty
False,,Security risk detected,2016-12-28 15:28:37,Reinstall number of times n still not able use. Keep mention security risk detected. 😔,1,T.Flash03
False,,Useless app,2016-01-24 19:09:32,What's the point of creating an app that does not even open?,1,Ixnay_Hombre
False,,nice app but loading is very slow,2016-10-25 10:42:03,app is very easy to use except loading speed is too slow.,2,crysbun
False,,Personal info,2015-08-21 03:25:41,What? Your app needs my I/c no. to share my feedback with you? No thank you!,1,NikkoOMG
False,,Lousy apps that cannot be open!,2016-08-25 01:12:17,Lousy apps that cannot be open!,1,Cao Beng
False,,Ineffective App,2016-07-16 08:04:03,Unable to launch as it keeps on crashing!,1,Leonard Velu
False,,Slow,2017-03-15 11:57:20,This app is slow. Makes me want to order from RedMart.,1,queenofoeb
False,,Faulty App,2016-06-02 10:50:14,Cannot startup app after update... Deleted app and reinstall also cannot startup.,1,CherChengHua
False,,Lack,2016-09-25 10:02:41,It's very slow. U should learn from redmart app.,2,Eri Evalynne
False,,Slow,2016-11-13 16:33:11,It's very very slow..,2,ceci7282829191
False,,Stupid app,2016-10-22 01:31:07,"Not allowing me to open, saying security risk on my device.",1,Onaky
False,,Very very slow,2016-10-09 23:04:34,Very slow and always hang. Pls improve.,1,Headache!!!
False,,Piece of crabbish,2015-08-26 03:24:44,Can't even load. It crashes on startup,1,Lorenzo Zanirato
False,,crashed !!!,2015-08-13 07:28:54,Bugssss ... App can't load when click ...,1,Ahuichen
False,,Bad app,2017-01-15 13:12:04,Response is so slow. Search is also v slow.,1,Eskismom
False,,Bad app,2017-01-03 11:48:23,"Laggy, poor search engine",1,Ntuccc
False,,Lousy app,2016-09-20 12:09:09,Cannot even open the app.,1,Salyong21
False,,Barcode not working,2015-11-09 10:19:55,Barcode scanning not working.,1,Altrox
False,,App crash,2015-08-20 02:59:35,Can't even open the app,1,v_tecspec2
False,,"Goodbye NTUC, Hello RedMart",2016-10-18 14:38:40,"Sorry, our app detected a security risk on your device and will not be able to proceed. 

Not sure what security risk that NTUC app detected",1,Wern Chau
False,,Failed to open App even with updated download...,2016-09-17 09:35:14,Ya lor! Me also kenna sia! Simi security risk??? Someone hacked NTUC website is it??,1,Chamelenia
False,,apps,2015-12-30 06:49:39,I reinstall but the apps it not working,1,Aikiya
True,"{'id': 11747555, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure you that your time would not be wasted. If you help us, we can compensate you for your time, pls write to us.\r\n', 'modified': '2019-11-09T11:53:14Z'}",Finally secured a delivery slot!,2020-04-21 13:34:23,"Edited 21/04/20:

Finally, I was able to secure a delivery slot with my items delivered to me. Wet! Nonetheless, kudos to fairprice now for making it work. And especially thanks to the deliverymen who are braving the storm to get the stuff to our houses <3

Edited 07/04/20:

Autobot reply. If I could, I will give 0 stars.

Edited 06/04/20:

Either no delivery timeslots, or out of stock.",4,wKwEewEe
False,,Slow n inefficient,2016-10-25 13:04:51,This is perhaps the slowest ever app I have ever encounter and its mere existence is to irritate good ntuc Fairprice customers,1,Sf!chan
False,,Rubbish,2015-10-24 13:47:51,"Nonsense. Doesn't support ""certain devices"".",1,Rvn10
False,,Security risk,2016-12-30 10:54:37,Why can't i use this app?,1,JizzyBombLouis
False,,'Security Risk' detected,2017-02-08 10:11:16,"Kindly advise how to fix 'Security Risk' detected on phone, this is really frustrating.",1,tacio101
False,,Great App!,2016-12-26 03:58:12,Awesome app from NTUC Fairprice!,5,mralenz
False,,Good,2017-07-26 04:03:38,很方便，很好用。,5,FrankieTay
False,,No linkpoints unless plus Visa card used,2019-06-30 09:43:13,No linkpoints unless plus Visa card used,1,TaurusHuang
False,,Monthly Groceries order,2020-07-14 01:07:25,it would be good if i have monthly promo code .. i have a union cars but not able to use it for online order :(,5,mxxtoxxx
False,,SHOPON promo code & Linkpoint,2019-06-28 07:56:57,T&C of $20 SHOPON discount is not clear and no linkpoint is given for online purchase.,4,bc_lim70
False,"{'id': 13740201, 'body': 'We apologise for not meeting your expectation due to issues with your promo code. Your feedback gives us a chance to identify process issue(s) and assist us in making our services better.\nCould you contact us @ help.fairprice.com.sg so we can look into your issue and provide a resolution?\n', 'modified': '2020-02-27T13:17:31Z'}",Promo codes,2020-02-22 15:53:47,Why is my promo code not working!? Voucher codes receive from celebratory gifts..,1,ORNSMEN
False,"{'id': 11861867, 'body': ""We sincerely apologize for the troubles you've had with the app. Please drop us a message at app-feedback@fairprice.com.sg so that we can better help you with these issues. We value your feedback and seek your help to improve the user experience. Thank you."", 'modified': '2019-11-15T09:11:30Z'}",New version is a heart Attack to me,2019-11-09 09:12:25,"The so call newer version should be making online shopping easier for me. However, the app have ample of errors.
1. Item added to cart not reflected in cart but amount is. How do I dare to cart out? 
2. The regular uht my Son drinks are available in stores. But now after new version the customer service says it’s deactivated for app purchase. Mind you, I have purchased it every month for 5months already. So I don’t have to lug it home from stores. 
3. Hubby have vouchers for online store. But with the code keyed in keep saying error. So do you want to give me the voucher anot? 

Never had I had high blood pressure but these issues are making my blood boil.",1,Jaslahlah
False,"{'id': 11747451, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure you that your time would not be wasted. If you help us, we can compensate you for your time, pls write to us.\r\n', 'modified': '2019-11-09T11:43:48Z'}",The new app does not work as it claimed,2019-10-28 06:16:52,"Been a regular user of NTUC in the past with no issues. But with the current updated app, it makes the whole experience worse. 
1) Mentioned Free delivery after adding in items (which supposed to be of S$39.90). While check out, delivery fees of S$ 7 was added in.
2) App works slower from searching items or reflecting from one point to another.
3) After spending long time and finally time for check out, ‘opps something went wrong 400 status’. Tried 4 more times and still the same message shows. Like seriously ~ what is the error ? No , it did mention. With existing singed up account, how come this whole online shopping can be so miserable ?",1,Nora Yoon
False,"{'id': 11747564, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure you that your time would not be wasted. If you help us, we can compensate you for your time, pls write to us.\r\n', 'modified': '2019-11-09T11:54:46Z'}",Cannot rely on this software,2019-10-20 02:23:47,"1. Lets you create the order but cannot checkout.  Error “Oops, something went wrong”
2. If you use this software on a computer then it is damn slow. You will loose patience as it is not optimised for better user experience.

I feel both developers and sponsors are not taking the competition into their account.  Please ask them to use other online shopping tools (recent entries in Singapore markets) to know what could be better stability and user experience.",1,Nats2008
True,"{'id': 11286654, 'body': 'We’re sorry for the confusion you faced while shopping with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \n \nCould you contact us @ app-feedback@fairprice.com.sg? We assure your time will not be wasted.', 'modified': '2019-10-16T13:13:01Z'}",Hate the upgrade.promo info lines getting truncated. Useless,2019-10-19 01:41:23,Hate it,1,Gogigogoogo
